"Title","Release.Year","Locations","Fun.Facts","Production.Company","Distributor","Director","Writer","Actor.1","Actor.2","Actor.3","lon","lat"
"Boys and Girls",2000,"Chinatown","First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.","Punch 21 Productions","Dimension Films","Robert Iscove","The Drews","Freddie Prinze, Jr.","Alyson Hannigan","",-122.4077914,37.7941378
"Boys and Girls",2000,"Aquatic Park (Jefferson Street)","Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.","Punch 21 Productions","Dimension Films","Robert Iscove","The Drews","Freddie Prinze, Jr.","Alyson Hannigan","",-122.4235308,37.8063859
"Boys and Girls",2000,"Alcatraz Island","Alcatraz Island was a military fort before it became a prison.","Punch 21 Productions","Dimension Films","Robert Iscove","The Drews","Freddie Prinze, Jr.","Alyson Hannigan","",-122.4229555,37.8269775
"Boys and Girls",2000,"628 Cole Street","","Punch 21 Productions","Dimension Films","Robert Iscove","The Drews","Freddie Prinze, Jr.","Alyson Hannigan","",-122.4504325,37.769226
"Broken-A Modern Love Story ",2010,"Ina Coolbrith Park (1700 Taylor Street)","","RKW Films","","Ryan K. Whiting","Ryan K. Whiting","","","",-122.4134592,37.7982745
"Broken-A Modern Love Story ",2010,"0-100 block Halleck Street","","RKW Films","","Ryan K. Whiting","Ryan K. Whiting","","","",-122.4000965,37.7937007
"Cardinal X",2015,"812 22nd St. and Tennessee","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",-122.3897028,37.7580456
"Cardinal X",2015,"3639 Taraval St","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",-122.5053735,37.7415774
"Cardinal X",2015,"1458 33rd Ave.","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",-122.491644,37.7599582
"Cardinal X",2015,"Lyon at Chestnut St.","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",-122.4475098,37.7993888
"Cardinal X",2015,"1559 Underwood Avenue between Lane and Keith","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",NA,NA
"Cardinal X",2015,"1465 Revere Avenue between Keith and Jennings","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",-122.3878409,37.7301145
"Cardinal X",2015,"1601 Lane St.","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",-122.3897866,37.7318065
"Cardinal X",2015,"420 Mason St.","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",-122.4096056,37.7875878
"Cardinal X",2015,"119 Utah","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",-122.4062869,37.7674263
"Cardinal X",2015,"100 Alemany Blvd.","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",-122.4098934,37.7357632
"Casualties of War",1989,"Mission Dolores Park (Mission District) via J-Church MUNI Train","The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA.","Columbia Pictures Corporation","Columbia Pictures","Brian DePalma","Daniel Lang","Michael J. Fox","Sean Penn","",-122.4269038,37.7596168
"Class Action",1991,"Mission Dolores (3321 16th Street, Mission District)","Mission Dolores' official name is Mission San Francisco de Assis. It is the oldest building in San Francisco, built in 1791, and has survived two major earthquakes.","Interscope Communications","Twentieth Century Fox Film Corp.","Michael Apted","Carolyn Shelby","Gene Hackman","Mary Elizabeth Mastrantonio","",-122.4268969,37.7643873
"Class Action",1991,"City Hall","The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.","Interscope Communications","Twentieth Century Fox Film Corp.","Michael Apted","Carolyn Shelby","Gene Hackman","Mary Elizabeth Mastrantonio","",-122.4192646,37.7792597
"Class Action",1991,"Bix Restaurant (56 Gold Street)","","Interscope Communications","Twentieth Century Fox Film Corp.","Michael Apted","Carolyn Shelby","Gene Hackman","Mary Elizabeth Mastrantonio","",-122.4029372,37.7968728
"Common Threads: Stories From the Quilt",1989,"The Castro","From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.","Home Box Office (HBO)","Direct Cinema Limited","Rob Epstein","Jeffrey Friedman","Sara Lewinstein","David Mandell","",-122.4350043,37.7609082
"Confessions of a Burning Man",2003,"","","Hotbed Media","Windline Films","Paul Barnett","N/A","Kevin Epps","Anna Getty","",-122.4194155,37.7749295
"Copycat",1995,"Treasure Island","An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.","Regency Enterprises","Warner Bros. Pictures","Jon Amiel","Ann Biderman","Sigourney Weaver","Holly Hunter","",-122.370648,37.8235515
"Copycat",1995,"Twin Peaks","The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area “Los Pechos de la Chola” or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks"".","Regency Enterprises","Warner Bros. Pictures","Jon Amiel","Ann Biderman","Sigourney Weaver","Holly Hunter","",-122.4471247,37.7541536
"Copycat",1995,"Sound Factory (1st and Harrison Streets)","","Regency Enterprises","Warner Bros. Pictures","Jon Amiel","Ann Biderman","Sigourney Weaver","Holly Hunter","",-122.3929581,37.7860781
"Copycat",1995,"Java House (Pier 40, Embarcadero)","","Regency Enterprises","Warner Bros. Pictures","Jon Amiel","Ann Biderman","Sigourney Weaver","Holly Hunter","",-122.3877693,37.7813805
"Copycat",1995,"Alta Plaza Park","The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.","Regency Enterprises","Warner Bros. Pictures","Jon Amiel","Ann Biderman","Sigourney Weaver","Holly Hunter","",-122.4376241,37.7911417
"Copycat",1995,"82 & 67 Rico Way (Marina District)","","Regency Enterprises","Warner Bros. Pictures","Jon Amiel","Ann Biderman","Sigourney Weaver","Holly Hunter","",-73.0169724,40.7505059
"Dawn of the Planet of the Apes",2014,"University Club","","Fox Louisiana Productions, LLC","Twentieth Century Fox","Matt Reeves","Rick Jaffa","Gary Oldman","Keri Russell","Andy Serkis",-122.4090581,37.792367
"Dawn of the Planet of the Apes",2014,"Filbert St. from Hyde to Leavenworth","","Fox Louisiana Productions, LLC","Twentieth Century Fox","Matt Reeves","Rick Jaffa","Gary Oldman","Keri Russell","Andy Serkis",-122.4191684,37.8000576
"Dawn of the Planet of the Apes",2014,"California St from Mason to Kearny","","Fox Louisiana Productions, LLC","Twentieth Century Fox","Matt Reeves","Rick Jaffa","Gary Oldman","Keri Russell","Andy Serkis",-122.4037148,37.792062
"Dawn of the Planet of the Apes",2014,"City Hall","","Fox Louisiana Productions, LLC","Twentieth Century Fox","Matt Reeves","Rick Jaffa","Gary Oldman","Keri Russell","Andy Serkis",-122.4192646,37.7792597
"Dawn of the Planet of the Apes",2014,"Alioto Park","","Fox Louisiana Productions, LLC","Twentieth Century Fox","Matt Reeves","Rick Jaffa","Gary Oldman","Keri Russell","Andy Serkis",-122.4181453,37.7588666
"Dawn of the Planet of the Apes",2014,"California & Powell ","","Fox Louisiana Productions, LLC","Twentieth Century Fox","Matt Reeves","Rick Jaffa","Gary Oldman","Keri Russell","Andy Serkis",-119.4179324,36.778261
"Dawn of the Planet of the Apes",2014,"Columbus & Pacific Ave","","Fox Louisiana Productions, LLC","Twentieth Century Fox","Matt Reeves","Rick Jaffa","Gary Oldman","Keri Russell","Andy Serkis",-82.9987942,39.9611755
"Desperate Measures",1998,"","","Mandalay Entertainment","TriStar Pictures","Barbet Schroeder","David Klass","Michael Keaton","Andy Garcia","Raven-Symone",-122.4194155,37.7749295
"Doctor Dolittle",1998,"Webster Street","","Twentieth Century Fox Film Cooperation","Twentieth Century Fox Film Cooperation","Betty Thomas","Nat Mauldin","Eddie Murphy","Ossie Davis","",-122.4319482,37.787815
"Doctor Dolittle",1998,"Telegraph Hill Blvd (Telegraph Hill)","","Twentieth Century Fox Film Cooperation","Twentieth Century Fox Film Cooperation","Betty Thomas","Nat Mauldin","Eddie Murphy","Ossie Davis","",-122.4060487,37.8027862
"Getting Even with Dad",1994,"California & Grant Streets","","Metro-Goldwyn-Mayer (MGM)","Metro-Goldwyn-Mayer (MGM)","Howard Dutch","Tom S. Parker","Macaulay Culkin","Ted Danson","",-119.4179324,36.778261
"Doctor Dolittle",1998,"Larkin & Hyde Streets","","Twentieth Century Fox Film Cooperation","Twentieth Century Fox Film Cooperation","Betty Thomas","Nat Mauldin","Eddie Murphy","Ossie Davis","",-88.3137211,42.0335396
"Doctor Dolittle",1998,"Gabbiano's Restaurant (Ferry Building)","Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.","Twentieth Century Fox Film Cooperation","Twentieth Century Fox Film Cooperation","Betty Thomas","Nat Mauldin","Eddie Murphy","Ossie Davis","",-122.393782,37.7958338
"Doctor Dolittle",1998,"Coit Tower","The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.","Twentieth Century Fox Film Cooperation","Twentieth Century Fox Film Cooperation","Betty Thomas","Nat Mauldin","Eddie Murphy","Ossie Davis","",-122.4058222,37.8023949
"Doctor Dolittle",1998,"2107 Union Street","","Twentieth Century Fox Film Cooperation","Twentieth Century Fox Film Cooperation","Betty Thomas","Nat Mauldin","Eddie Murphy","Ossie Davis","",-122.4340934,37.7971178
"Doctor Dolittle",1998,"2100 Green Street","","Twentieth Century Fox Film Cooperation","Twentieth Century Fox Film Cooperation","Betty Thomas","Nat Mauldin","Eddie Murphy","Ossie Davis","",-122.4339526,37.7965566
"Dopamine",2003,"South Park (Between 2nd and 3rd Streets, Brannan and Bryant Streets)","","Kontent Films","Sundance Channel Home Entertainment","Mark Decena","Mark Decena & Timothy Breitbach","John Livingston","Sabrina Lloyd","",-122.3981053,37.7770631
"Dopamine",2003,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.","Kontent Films","Sundance Channel Home Entertainment","Mark Decena","Mark Decena & Timothy Breitbach","John Livingston","Sabrina Lloyd","",-122.5295263,37.8480359
"Dr. Dolittle 2",2001,"Building 924, Presidio (Golden Gate National Recreation Area)","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Steve Carr","Larry Levin","Eddie Murphy","Kristen Wilson","",-122.5295263,37.8480359
"Faces of Death",1978,"","","F.O.D Productions","Aquarius Releasing","Conan Le Cilaire","Alan Black","Michael Carr","","",-122.4194155,37.7749295
"Fandom",2004,"","","The Digital Golem","Cinequest Distribution","Nicholas Tucker","Nicholas Tucker & Mark Hefti","Mark Hefti","Peter Quintana","",-122.4194155,37.7749295
"Fat Man and Little Boy",1989,"Postcard Row (Alamo Square, Hayes Valley)","The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.","Paramount Pictures","Paramount Pictures","Roland Joffe","Roland Joffe","Paul Newman","John Cusack","",-122.432758,37.7762593
"Getting Even with Dad",1994,"War Memorial Building (401 Van Ness Avenue)","","Metro-Goldwyn-Mayer (MGM)","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Tom S. Parker","Macaulay Culkin","Ted Danson","",-122.42101,37.7795732
"Final Analysis",1992,"Westin St. Francis Hotel (335 Powell Street, Union Square)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels. ","Warner Bros. Pictures","Warner Bros. Pictures","Phil Joanou","Robert Berger","Richard Gere","Kim Basinger","",-122.4087882,37.787618
"Final Analysis",1992,"Public Health Service Hospital (Presidio, Golden Gate National Recreation Area)","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ","Warner Bros. Pictures","Warner Bros. Pictures","Phil Joanou","Robert Berger","Richard Gere","Kim Basinger","",-122.5295263,37.8480359
"Final Analysis",1992,"Presidio, Golden Gate National Recreation Area","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ","Warner Bros. Pictures","Warner Bros. Pictures","Phil Joanou","Robert Berger","Richard Gere","Kim Basinger","",-122.5295263,37.8480359
"Final Analysis",1992,"City Hall","The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.","Warner Bros. Pictures","Warner Bros. Pictures","Phil Joanou","Robert Berger","Richard Gere","Kim Basinger","",-122.4192646,37.7792597
"Final Analysis",1992,"Bix Restaurant (56 Gold Street)","","Warner Bros. Pictures","Warner Bros. Pictures","Phil Joanou","Robert Berger","Richard Gere","Kim Basinger","",-122.4029372,37.7968728
"Flubber",1997,"Treasure Island","An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.","Walt Disney Pictures","Buena Vista Pictures","Les Mayfield","Samuel W. Taylor","Robin Williams","Marcia Gay Harden","",-122.370648,37.8235515
"Forrest Gump",1994,"Palace of Fine Arts (3301 Lyon Street)","The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.","Paramount Pictures","Paramount Pictures","Robert Zemeckis","Eric Roth","Tom Hanks","Robin Wright","",-122.4486055,37.8020068
"40 Days and 40 Nights",2002,"The Walden House, Buena Vista Park","Established in 1867, Buena Vista Park is the oldest official park in San Francisco.","Miramax Films","Miramax Films","Michael Lehmann","Robert Perez","Josh Hartnett","Shaynnyn Sossamon","",-122.4431187,37.7694073
"40 Days and 40 Nights",2002,"Café Trieste (609 Vallejo)","Francis Ford Coppola allegedly wrote large portions of ""The Godfather"" trilogy in Café Trieste.","Miramax Films","Miramax Films","Michael Lehmann","Robert Perez","Josh Hartnett","Shaynnyn Sossamon","",-122.4073278,37.7986441
"George of the Jungle",1997,"755 Vallejo Street","","Walt Disney Pictures","Buena Vista Pictures","Sam Weisman","Jay Ward","Brendan Fraser","Leslie Mann","",-122.4097534,37.7984762
"George of the Jungle",1997,"The Tamalpais Building (1201 Greenwich Street at Hyde)","","Walt Disney Pictures","Buena Vista Pictures","Sam Weisman","Jay Ward","Brendan Fraser","Leslie Mann","",-122.4197824,37.8007589
"George of the Jungle",1997,"Neiman Marcus (150 Stockton Street, Union Square)","The City of Paris department store previously occupied the space that now houses Neiman Marcus. City of Paris' original rotunda and glass dome were incorporated into Neiman Marcus' design.","Walt Disney Pictures","Buena Vista Pictures","Sam Weisman","Jay Ward","Brendan Fraser","Leslie Mann","",-122.4060397,37.7870678
"George of the Jungle",1997,"First Bank (550 Montgomery Street at Commercial)","Called ""Stanhope Bank"" in the film.","Walt Disney Pictures","Buena Vista Pictures","Sam Weisman","Jay Ward","Brendan Fraser","Leslie Mann","",-122.4028352,37.7937259
"George of the Jungle",1997,"Bay Bridge","Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII. ","Walt Disney Pictures","Buena Vista Pictures","Sam Weisman","Jay Ward","Brendan Fraser","Leslie Mann","",-122.3778182,37.7982799
